qid,question,answer,grounding,keep_YN,edited_answer,notes
d698eaef-7f06-4161-8e4f-27a3c302996d,"금호타이어 2024년 거버넌스(GOV-1)에 대해 모든 섹터에 대한 지점 기후 변화와 관련된 이슈에 대한 사회의 감독을 기술함에 있어서 조직은 다음에 대한 논의를 포함시키는 것을 고려해야 합니다. -이사회 및 또는 운영위원회( 예: 감사, 위험 또는 기타 위원회)가 기후 변화와 관련된 이슈에 관해 통보 받는 프로세스 및 빈도 -이사회 및 또는 운영위원회가 조직의 성과 목표 설정, 이행 및 성과 모니터링 , 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","# TCFD 보고서 초안 #1: 거버넌스, 전략, 리스크 관리에 대해 설명 전 부문 대상 지침 거버넌스(Governance): 금호타이어는 이사회부터 실제 환경업무를 추진하는 조직까지 기후변화 대응을 위한 거버넌스 체계를 구축하였습니다. ESG 경영위원회를 포함한 거버넌스 체계는  ESG 경영위원회는 이사회에서부터 실제 환경업무를 추진하는 조직까지 기후변화 대응을 위한 거버넌스 체계를 구축하였습니다. ESG 경영위원회는  ESG 경영위원회는  …[2] ESG 경영위원회는 ESG 관련 업무를 관리하는 거버넌스 체계이다. ESG 경영위원회는 ESG 관련  ESG 경영위원회는 ESG 관련 업무를 관리하는 거버넌스 체계이다. ESG 경영위원회는 ESG 경영위원회는 ESG 관련 업무를 관리하는 거버넌스 체계이다. ESG 경영위원회는 ESG 경영위원회는 ESG 관련 업무를 관리하는 거버넌스 체계이다. ESG 경영위원회는 ESG 경영위원회는 ESG 관련 업무를 관리하는 거버넌스 체계이다. ESG 경영위원회는 ESG 경영위원회는 ESG 관련 업무를 관리하는 거버넌스 체계이다. ESG 경영위원회는 ESG 경영위원회는 ESG 관련 업무를 관리하는 거버넌스 체계이다. ESG 경영위원회는 ESG 경영위원회",0.288,,,
c21008fd-c835-4ce4-9b82-cd5fd6656d93,"HL만도 2024년 리스크관리(RM-2)에 대해 모든 섹터에 대한 지침 조직은 기후 위험을 완화, 전가, 수용 또는 통제하기 위한 의사 결정 방법을 포함하여 기후 변화와 관련된 위험을 관리하는 프로세스를 설명해야 합니다. 또한 조직은 중요성 결정이 조직 내에서 이루어지는 방법을 포함하여 기후 변화와 관련된 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. 기후 변화와 관련된 위험을 관리하는 프로세 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","[1] 2) 조직의 기후변화 관련 위험 관리  프로세스를 설명 HL만도는 기후변화 관련 위험을 완화, 전가, 수용 혹은 통제하기 위한  프로세스를 설명해야 합니다. (중략)  [2] [3] [4] [5] [6] [7] [8] [9] [10]  # 예: [1] 회사 연도 p.10-12: (요약/발췌)  … [2] [3] [4] [5] [6] [7] [8] [9] [10]  # 예: [1] 회사 연도 p.10-12: (요약/발췌)  … [2] [3] [4] [5] [6] [7] [8] [9] [10]  # 예: [1] 회사 연도 p.10-12: (요약/발췌)  … [2] [3] [4] [5] [6] [7] [8] [9] [10]  # 예: [1] 회사 연도 p.10-12: (요약/발췌)  … [2] [3",0.293,,,
ec0f980e-bb23-4a48-a693-690f927afe13,"HL홀딩스 2023년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",- …[6]  # 예: [1] 회사 연도 p.10-12: (요약/발췌)[2] 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 지표 공개 33[3] 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 …[4] 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 …[5] 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 …[6] 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 …[7] 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 …[8] 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 …[9] 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 …[10] 조직이 경영 전략 및 위험관리 절차,0.294,,,
256b1417-9fca-4886-96ee-ff7bbfb1ea88,"HL만도 2024년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6]  1) 거버넌스 - 조직의 전략 및 위험 관리 프로세스에 따른 기후변화 관련 위험과 기회를 평가하기 위해 사용하는 지표 공개 - 온실가스 배출량과 관련된 위험을 식별하기 위해 사용하는  - 기후변화 완화, 에너지, 미래성장 동력, 제품 및 서비스와 관련된 자원 유출, 임직원 건강과 안전, 임직원 동등한 기회, 임직원 근무 조건, 공급 및 유통 관리와 관련된 위험을 식별하기 위해 사용하는  - 임직원 근무 조건과 관련된 위험을 식별하기 위해 사용하는  - 임직원과 관련된 위험을 식별하기 위해 사용하는  - 임직원의 건강과 안전을 위협하는 위험을 식별하기 위해 사용하는  - 임직원에게 제공되는 제품과 서비스와 관련된 위험을 식별하기 위해 사용하는  - 공급망에서 공급되는 제품과 서비스와 관련된 위험을 식별하기 위해 사용하는  - 공급망에서 제공되는 제품과 서비스와 관련된 위험을 식별하기 위해 사용하는  - 지역 사회에 미치는 영향을 식별하기 위해 사용하는  - 환경적/사회적/경제적/재정적/기술적/물리",0.295,,,
bcb147f8-c577-48a7-a5ed-ab01199569dd,"한온시스템 2023년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6]# 1) 조직이 경영전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 지표 공개 2) 조직의 기후 관련 위험과 기회 관리를 위해 사용하는 주요 지표 공개 3) 조직의 기후 관련 산업 전반의 지표 범주별 부합되는 지표 제시 4) 조직이 기후변화 관련 위험과 기회 관리를 위해 사용하는 지표 및 목표 제시 5) 조직이 제출한 기후변화 관련 위험과 기회에 대한 정의 및 범위 설정, 위험요소 식별 및 평가, 목표 설정 및 관리에 대한 정보를 제공하는 지침서 # 한온시스템은 기후 관련 위험과 기회를 평가하기 위해 사용하는 주요 지표와 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 반드시 페이지 인용을 포함하세요. https://www.trnsf.com/reports/climate-regional-and-environmental-disasters-research/docum",0.299,,,
fd4d6273-01d1-44cd-8d13-f8ba16ecd00f,"HL만도 2024년 전략(STRAT-2)에 대해 모든 섹터에 지침 권장된 정보 공개 (a)를 바탕으로 확인된 기후 변화와 관련된 이슈가 조직의 사업, 전략 및 재무 계획에 어떻게 영향을 미쳤는지에 대해 논의해야 합니다. 조직은 다음 영역에서 사업 및 전략에 미치는 영향을 포함하는 것을 고려해야 합니다. - 제품 및 서비스 - 공급망 및/또는 가치 사슬 - 조정 및 완화 활동 - 연구 개발 투자 - 운영 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",- …[6] …… # 예: [2] TCFD  TCFD (Task Force on Climate-related Financial Disclosure)는 기후변화가 기업의 재무에 미치는  영향을 공개하도록 권고합니다. TCFD  TCFD (Task Force on Climate-related Financial Disclosure)는 기후변화가 기업의 재무에 미치는  영향을 공개하도록 권고합니다.  TCFD는  보고서를 작성하는 데 필요한 모든 정보를 제공합니다.  TCFD는 기후변화에 대한 기업의 인식을 높이는 데 도움이 됩니다.  TCFD는  보고서를 작성하는 데 필요한 모든 정보를 제공합니다.  TCFD는 기후변화가 기업의 재무에 미치는 영향을  공개하는 것이  의무임을 알려 줍니다. TCFD는  보고서를 작성하는 데 필요한 모든 정보를 제공합니다.  TCFD는 기후변화가 기업의 재무에 미치는 영향을  공개하는 것이  의무임을 알려 줍니다.,0.312,,,
6dcf90f5-4edc-4410-9188-9538f5218d9a,"HL만도 2022년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","**[2] HL홀딩스 2024 p.15: 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 지표 공개 43, 44, 45b) Scope 1, 2 및 Scope 3(해당되는 경우) 온실가스 배출량과 관련 위험 공개 c) 기후변화 관련 위험과 기회 관리를 위해 조직에서 사용…  # 예: [1] 회사 연도 p.10-12: (요약/발췌) @2021-03-25 09:00:00@2021-03-25 10:00:00@2021-03-25 11:00:00@2021-03-25 12:00:00@2021-03-25 13:00:00@2021-03-25 14:00:00@2021-03-25 15:00:00@2021-03-25 16:00:00@2021-03-25 17:00:00@2021-03-25 18:00:00@2021-03-25 19:00:00@2021-03-25 20:00:00@2021-03-25 21:00:00@2021-03-",0.333,,,
e784dcb5-3706-475b-84d1-124508d6757a,"금호타이어 2022년 지표및목표(MT-2)에 대해 모든 섹터에 대한 지침 조직은 Scope 1, Scope 2 GHG 배출량, 그리고 해당되는 경우, Scope 3 GHG 배출량 및 관련 위험을 제공해야 합니다. GHG 배출량은 GHG 프로토콜 방법론에 따라 계산되어 조직과 관할 구역에 걸쳐 집계 및 비교가 가능해야 합니다. 적절한 경우, 조직은 일반적으로 받아들여 지는 산업별 GHG 효율 비율을 제공하는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6]# Scope 1, 2 GHG 배출량, 그리고 적절한 경우, Scope 3 GHG 배출량 및 관련 위험을 제공해야 한다. 금호타이어는 Scope 1, 2 GHG 배출량, 그리고 적절한 경우 스코프 3 온실가스배출량, 그리고 관련 위험을 제시해야 한다. …# Scope 3 GHG 배출량, 그리고 관련 위험을 제시해야 한다.# Scope 3 GHG 배출량, 그리고 관련 위험을 제시해야 한다.# Scope 3 GHG 배출량, 그리고 관련 위험을 제시해야 한다.# Scope 3 GHG 배출량, 그리고 관련 위험을 제시해야 한다.# Scope 3 GHG 배출량, 그리고 관련 위험을 제시해야 한다.# Scope 3 GHG 배출량, 그리고 관련 위험을 제시해야 한다.# Scope 3 GHG 배출량, 그리고 관련 위험을 제시해야 한다.# Scope 3 GHG 배출량, 그리고 관련 위험을 제시해야 한다.# Scope 3 GHG 배출량, 그리고 관련 위험을 제시해야 한다.# Scope 3 GHG 배출량",0.333,,,
57f8f3ee-69c7-448b-b431-c66aecbb6005,"HL홀딩스 2024년 거버넌스(GOV-1)에 대해 모든 섹터에 대한 지점 기후 변화와 관련된 이슈에 대한 사회의 감독을 기술함에 있어서 조직은 다음에 대한 논의를 포함시키는 것을 고려해야 합니다. -이사회 및 또는 운영위원회( 예: 감사, 위험 또는 기타 위원회)가 기후 변화와 관련된 이슈에 관해 통보 받는 프로세스 및 빈도 -이사회 및 또는 운영위원회가 조직의 성과 목표 설정, 이행 및 성과 모니터링 , 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","5) 지표 및 목표…  …[1] 1. 거버넌스- 조직 거버넌스는 조직의 기후변화 대응 활동과 관련된 의사결정 과정으로, 조직 거버넌스는  ‒ 이사회 그리고/또는 이사회 운영위원회(예: 감사, 위험 혹은 기타 위원회)가 기후변화 관련  이슈에 대한 정보를 받는 프로세스 및 빈도 ‒ 이사회 그리고/또는 이사회 운영위원회(예: 감사, 위험 혹은 기타 위원회)가 기후변화 관련  이슈에 대한 정보를 받는 프로세스 및 빈도 ‒ 이사회 그리고/…  …[2] 2. 전략- 조직 전략은 조직의 기후변화 대응 활동과 관련된 의사결정 과정으로, 조직 전략은  ‒ 이사회 그리고/또는 이사회 운영위원회(예: 감사, 위험 혹은 기타 위원회)가 기후변화 관련  이슈에 대한 정보를 받는 프로세스 및 빈도 ‒ 이사회 그리고/또는 이사회 운영위원회(예: 감사, 위험 혹은 기타 위원회)가 기후변화 관련  이슈에 대한 정보를 받는 프로세스 및 빈도 ‒ 이사회 그리고/…  …[3] 3. 리스크- 조직 리스크 관리는 조직의 기후변화 대응 활동과 관련된 의사결정 과정으로, 조직 리스크 관리는  ‒ 이사회 그리고/또는 이사회 운영위원회(",0.350,,,
016ebc7f-758e-4e65-a97b-8952d080494f,"HL만도 2022년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","4.1) ESG 지표 및 목표 a) 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 지표 공개 b) Scope 1, 2 및 Scope 3(해당되는 경우) 온실가스 배출량과 관련 위험 공개 c) 기후변화 관련 위험과 기회 관리를 위해 조직에서 사용하는 …[6] HL홀딩스 2024 p.132:  …[7] HL홀딩스 2021 p.141:  …[8] HL홀딩스 2021 p.152:  …[9] HL홀딩스 2021 p.167:  …[10] HL홀딩스 2021 p.176:  …[11] HL홀딩스 2021 p.182:  …[12] HL홀딩스 2021 p.187:  …[13] HL홀딩스 2021 p.195:  …[14] HL홀딩스 2021 p.196:  …[15] HL홀딩스 2021 p.197:  …[16] HL홀딩스 2021 p.198:  …[17] HL홀딩스 2021 p.200:  …[18] HL홀딩스 2021 p.201:",0.351,,,
efb1e424-d811-49d6-b74f-5ddde32eb955,"HL홀딩스 2023년 거버넌스(GOV-1)에 대해 모든 섹터에 대한 지점 기후 변화와 관련된 이슈에 대한 사회의 감독을 기술함에 있어서 조직은 다음에 대한 논의를 포함시키는 것을 고려해야 합니다. -이사회 및 또는 운영위원회( 예: 감사, 위험 또는 기타 위원회)가 기후 변화와 관련된 이슈에 관해 통보 받는 프로세스 및 빈도 -이사회 및 또는 운영위원회가 조직의 성과 목표 설정, 이행 및 성과 모니터링 , 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6] - [1] 조직의 이해관계자별 이슈를 반영하기 위해서는, 이해관계자별 소통 채널을 강화하고, 외부 이해관계자  참여 및 이슈 선정 기준을 강화하는 것이 필요합니다. [2] 이사회 및/또는 운영위원회(예: 감사, 위험 또는 기타 위원회)가 기후변화 관련 이슈에 대해 통보 받는 프로세스 및 빈도 [3] 전 부문 대상 지침 이사회가 수행하는 기후변화 관련 이슈의 감독에 대해 설명할 때, 조직은 다음에 대한 논의를 포함시키는 것을 검토해야 합니다. [4] ESG의 중요성이 높아짐에 따라, ESG 리스크 관리에 대한 요구도 증가하고 있습니다. ESG 리스크 관리에 대한 모범 사례를 공유하도록 하겠습니다. [5] ESG의 주요 항목 중 하나는 리스크 관리입니다. ESG 리스크 관리를 통해 조직은 리스크를 파악하고, 모니터링하고, 관리할 수 있습니다. ESG 리스크 관리에 대한 모범 사례를 공유하도록 하겠습니다. [6] ESG 리스크 관리에 대한 모범 사례를 공유하도록 하겠습니다. [1] 회사 연도 p.10-12: (요약/발췌) # [2] 이사회 및/또는 운영",0.351,,,
31e8dffd-e08b-488e-88fd-ea0fbd299a32,"금호타이어 2024년 전략(STRAT-3)에 대해 모든 섹터에 대한 지침 조직은 2°C 이하의 시나리오 및 조직과 관련이 있는 경우, 물리적 기후 변화와 관련된 위험 증가와 일관된 시나리오와 일치하는 저탄소 경제로의 전환을 고려하여 기후 변화와 관련된 리스크와 기회에 대한 전략이 얼마나 탄력적인지를 설명해야합니다. 조직은 다음 사항의 논의를 고려해야 합니다. -조직의 전략이 기후 변화와 관련된 리스크 및 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","[1] 금호타이어 2024 p.36: 374024 KUMHO TIRE SUSTAINABILITY REPORT 시나리오 분석 금호타이어는 기후위기로 인하여 발생할 수 있는 주요 리스크인 전환 리스크(Transitional Risk)와 물리적 리스크(Physical Risk) 유형을 파악하고, 각 리스크 에 대한 시나리오를 분…  [1] [2]  [3]  [4]  [5]  [6]  [7]  [8]  [9]  [10]  [11]  [12]  [13]  [14]  [15]  [16]  [17]  [18]  [19]  [20]  [21]  [22]  [23]  [24]  [25]  [26]  [27]  [28]  [29]  [30]  [31]  [32]  [33]  [34]  [35]  [36]  [37]  [38]  [39]  [40]  [41]  [42]",0.364,,,
f881b875-d1ce-4538-9ea5-f599fe2262fb,"현대모비스 2022년 리스크관리(RM-2)에 대해 모든 섹터에 대한 지침 조직은 기후 위험을 완화, 전가, 수용 또는 통제하기 위한 의사 결정 방법을 포함하여 기후 변화와 관련된 위험을 관리하는 프로세스를 설명해야 합니다. 또한 조직은 중요성 결정이 조직 내에서 이루어지는 방법을 포함하여 기후 변화와 관련된 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. 기후 변화와 관련된 위험을 관리하는 프로세 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",5) 기타 사항******[1] : 거버넌스/전략/리스크 관리 프로세스에 대한 설명*******[2] : ESG 추진사무국에서 리스크를 점검하여 전략을  실행하는 하향식과 각 사업 부문에서 자체적인 리스크 발굴 후 과제 형식으로 진행하는 상향식 관리 방식을 채택*******[3] : ESG 추진사무국에서 리스크를 점검하여 전략을  실행하는 하향식과 각 사업 부문에서 자체적인 리스크 발굴 후 과제 형식으로 진행하는 상향식 관리 방식을 채택*******[4] : ESG 추진사무국에서 리스크를 점검하여 전략을  실행하는 하향식과 각 사업 부문에서 자체적인 리스크 발굴 후 과제 형식으로 진행하는 상향식 관리 방식을 채택*******[5] : ESG 추진사무국에서 리스크를 점검하여 전략을  실행하는 하향식과 각 사업 부문에서 자체적인 리스크 발굴 후 과제 형식으로 진행하는 상향식 관리 방식을 채택*******[6] : ESG 추진사무국에서 리스크를 점검하여 전략을  실행하는 하향식과 각 사업 부문에서 자체적인 리스크 발굴 후 과제 형식으로 진행하는 상향식 관리 방식을 채택****,0.372,,,
df61278c-2a87-4b6f-8d0e-1474f98f6a30,"현대모비스 2022년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",- …[6]# TCFD Korean p.34: Key Learnings in 2021 기후변화 리스크 및 기회 ESG K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K-기업지배구조 K,0.375,,,
1b458a6a-be27-4bd5-92fb-eef30f885347,"한온시스템 2022년 거버넌스(GOV-1)에 대해 모든 섹터에 대한 지점 기후 변화와 관련된 이슈에 대한 사회의 감독을 기술함에 있어서 조직은 다음에 대한 논의를 포함시키는 것을 고려해야 합니다. -이사회 및 또는 운영위원회( 예: 감사, 위험 또는 기타 위원회)가 기후 변화와 관련된 이슈에 관해 통보 받는 프로세스 및 빈도 -이사회 및 또는 운영위원회가 조직의 성과 목표 설정, 이행 및 성과 모니터링 , 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",# TCFD 보고서 초안  # 예시: [1] 회사 연도 p.11: 11 한온시스템 2022 지속가능경영보고서 APPENDIXGOVERNANCE SOCIAL ENVIRONMENTALABOUT HANON SYSTEMS 지배구조 a) 기후 변화와 관련된 위험과 기회에 대한 이사회의 감독을 설명합니다. b) 기후 변화와 관련된 위…  # 예: [1] 회사 연도 p.10-12: (요약/발췌)...... b) 기후 변화와 관련된 위…  # 예시: [1] 회사 연도 p.10-12: (요약/발췌)...... b) 기후 변화와 관련된 위…  # 예시: [1] 회사 연도 p.10-12: (요약/발췌) …... b) 기후 변화와 관련된 위…  # 예시: [1] 회사 연도 p.10-12: (요약/발췌) …...... b) 기후 변화와 관련된 위…  # 예시: [1] 회사 연도 p.10-12: (요약/발췌) …,0.381,,,
0a6479a7-3bf9-480a-94f5-122da5c7959b,"HL홀딩스 2023년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",# TCFD 보고서 초안HL홀딩스 2023 p.16:  및  대비 성과 HL홀딩스는 2023년도 온실가스 배출량을 정확하게 측정하고 목표달성여부를 평가하기 위하여 전문가의 자문 및 사업장 전반 시설조사 재수행을 통해 기존 미포함 된 배출원들의 배출량을 추가로 산정하는 등 온실가스  인벤토리를 구체화하였습니다. HL홀…  # 예: [1] 회사 연도 p.10-12: (요약/발췌)  # 예: [2] 회사 연도 p.10-12: (요약/발췌)  # 예: [3] 회사 연도 p.10-12: (요약/발췌)  # 예: [4] 회사 연도 p.10-12: (요약/발췌)  # 예: [5] 회사 연도 p.10-12: (요약/발췌)  # 예: [6] 회사 연도 p.10-12: (요약/발췌)  # 예: [7] 회사 연도 p.10-12: (요약/발췌)  # 예: [8] 회사 연도 p,0.388,,,
a72ad2c9-a2b4-4ee4-8d7e-bfe8d4083808,"HL홀딩스 2024년 리스크관리(RM-3)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별, 평가 및 관리하는 프로세스가 그들의 전반적인 리스크 관리에 어떻게 통합되는지 설명해야 합니다. 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","5) 지표 및 목표…[6] …  # 예: [2] 조직의 전반적인  위험 관리에  기후변화 관련  위험을  식별,  평가, 관리하는  프로세스가 어떻게  반영되어 있는지  설명 전 부문 대상 지침 조직은 기후변화 관련  위험을 식별, 평가, 관리하는 프로세스가 조직의 전반적인 위험 관리에 어떻게  반영되어 있는지 설명해야 한다. 29  조직이 본 권고안의 권고사항에 대한 구체적인 정보를 제공하기 위해 조직의 전반적인 리스크 관리 절차를 설명할 수 있다. 예를 들어,... # 예: [3] 조직의 전반적인  위험 관리 프로세스 조직은 기후변화 관련  위험을  식별,  평가, 관리하는 프로세스가 어떻게  반영되어 있는지  설명 전 부문 대상 지침 조직은 기후변화 관련  위험을 식별, 평가, 관리하는 프로세스가 조직의 전반적인 위험 관리에 어떻게  반영되어 있는지 설명해야 한다. 30  조직이 본 권고안의 권고사항에 대한 구체적인 정보를 제공하기 위해 조직의 전반적인 리스크 관리 절차",0.415,,,
bc2089a3-df89-4ee4-bc6f-97bedb6d43ae,"HL만도 2023년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- …[6] 4) 기후변화 관련 위험과 기회 관리를 위해 사용되는 주요 지표와 표 2-1: 환경적 위험(Environmental Risks) 및 기회(Opportunities) a) 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 지표 공개b) Scope 1, 2 및 Scope 3(해당되는 경우) 온실가스 배출량과 관련 위험 공개c) 기후변화 관련 위험과 기회 관리를 위해 조직에서 사용…cii[1] HL홀딩스 2023 p.115: 환경적 위험(Environmental Risks) 및 기회(Opportunities) a) 조직이 경영 전략 및 위험관리 절차에 따라 기후변화 관련 위험과 기회를 평가하기 위해 사용한 지표 공개b) Scope 1, 2 및 Scope 3(해당되는 경우) 온실가스 배출량과 관련 위험 공개c) 기후변화 관련 위험과 기회 관리를 위해 조직에서 사용…cii[2] HL홀딩스 2024 p.128: 환경적 위험(Environmental Risk",0.426,,,
